movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M02330,Mighty Raju - Rio To Goa,Hindi,Drama,2019,2010s,67,6.2,Good,All,"A monkey named Fizzy ends up in Raju's backpack. Raju learns that Fizzy is scared of its owner, Maguire, who is trying to harm it. Maguire, on the other hand, is on the lookout for Fizzy. Raju makes sure Fizzy is safe and away from Maguire. Will Maguire take Fizzy back and harm him?",54,True,False
M02331,Khazane Ki Khoj,Hindi,Drama,2017,2010s,81,6.2,Good,13+,"When an archaeologist discovers Sir Francis Drake's lost treasure in the Sahara Desert, it is promptly stolen and she sets off on a global quest to steal it back.",29,True,False
M02332,"Mambo Kings, The",English,Action,1992,1990s,102,6.4,Good,18+,Dazzling dancing and an Academy Award® nominated song highlight this story of two musician brothers who flee their native Cuba to find success in the Latin music scene of 1950s New York.,32,True,False
M02333,Nene Mukhyamantri,Telugu,Drama,2019,2010s,99,6.4,Good,13+,"The movie will begin with a bump in the court of Chief Minister who rules the state politics. The current chief minister can not help him, but he does not want to help a star hero when he accidentally dies, and then the younger son will not be the chief minister, and the party that he does not like is the CBI ink.",63,True,False
M02334,Jigri Dost,Hindi,Drama,2009,2000s,152,6.4,Good,NR,"Advocate Narayan Das lives a comfortable lifestyle in rural India with his wife, Annapurna, who insists on feeding everyone who is hungry; and a lovely daughter, Shobha. Since Shobha is of marriageable age, he has arranged to get her married to Advocate Anand and shows his photograph to her, and she shyly approves. The young man shows up, and to the family's delight, not only is he well vers ...",70,False,True
M02335,Bey Yaar,Gujarati,Drama,2014,2010s,154,8.5,Excellent,13+,"Best friends Chako and Tino steal a valuable painting from Chako's father's shop to make quick money. To redeem themselves, they embark on a path to set things straight by getting it back to him.",35,False,False
M02336,Mithai,Hindi,Romance,2019,2010s,137,4.3,Average,13+,"Sai (Rahul Ramakrishna) and Jani (Priyadarshi) as they set off on an adventure-filled journey across Hyderabad to catch a thief! Filled with moments that will make you laugh and cry, and a host of unforgettable characters that they encounter along the way, Mithai is a rip-roaring ride that is easy to love and hard to ignore. Hop on!",58,False,False
M02337,East Bengaler Chhele,Bengali,Drama,2017,2010s,125,6.8,Good,13+,A sports film about a promising footballer supported by his brother. It’s a tribute to football and to East Bengal Club.,21,True,False
M02338,Annamayya,Telugu,Drama,1997,1990s,145,8.0,Excellent,NR,"Annamayya is a 1997 Indian Telugu movie directed by K. Raghavendra Rao and produced by Doraswamy Raju. The film stars Nagarjuna, Ramya and Bhanupriya in lead roles. Music of the film was composed by M. M. Keeravani.",37,False,False
M02339,Challenge,Bengali,Romance,2017,2010s,139,6.8,Good,13+,"Mr. Agnidev Sen is too protective of his daughter, Pooja. Abir defies him and challenges to win over his love.",20,True,False
M02340,Mafia: Chapter 1,Tamil,Thriller,2020,2020s,111,6.0,Good,13+,"Aryan is a narcotics bureau officer entitled with making the city a drug free zone. Inspite of huge number of drug busts & capturing of peddlers, Aryan & his team are not able to completely eradicate the alarming problem. One dreadful day, people very close to Aryan get murdered one by one.He feels that this might be the work of the mastermind who is behind the entire distribution network.",69,False,False
M02341,Hangsharaj,Bengali,Drama,2017,2010s,116,6.8,Good,13+,A Bengali film about a young Baul singer from a village who wants to sing on the radio. Will his dreams come true?,23,True,False
M02342,Break Ke Baad,Hindi,Romance,2010,2010s,112,5.2,Average,All,"Break Ke Baad, is not just a coming-of-age film, but a film about couples growing up together. In a fickle world where relationships break up on the smallest of differences, can Abhay (Imran Khan) and Aaliya (Deepika Padukone) manage to save theirs?",42,False,False
M02343,Minority Report,English,Action,2002,2000s,145,7.6,Excellent,18+,"In the future, a division of the police department has the technology to arrest killers before they commit crimes; however, the tables turn on one of the cops working within the division.",32,False,False
M02344,Dunno Y... Na Jaane Kyon,English,Romance,2010,2010s,137,6.4,Good,NR,"The film traces the relationship between two young men who do fall in love but fail to find a conducive atmosphere to freely express it. On the one hand, there is family pressure and on the other, there is social derision which forces them to remain in the closet and hope for a new, more liberal world order.",58,True,False
M02345,Kabali,Tamil,Action,2016,2010s,143,6.2,Good,13+,"Kabali, a revolutionary who fights for the betterment of his people in a foreign land, is falsely implicated and thrown behind bars. When he returns after his prison term, he starts a search for his wife and ends up confronting those who were the reason behind his miseries. What follows is a tale of revenge, emotion and payback.",58,False,False
M02346,Melle,Malayalam,Romance,2017,2010s,113,6.2,Good,All,Uma and her father Job live together in Kolkatta. He wants to return to his homeland. After an upsetting experience Uma meets the love of her life. Together they set off to discover their new life together.,37,False,False
M02347,Uyire,Tamil,Romance,1998,1990s,165,7.6,Excellent,18+,The clash between love and ideology is portrayed in this love story between a radio executive and a beautiful.,19,False,False
M02348,Bandipotu Simham,Telugu,Drama,1982,1980s,125,5.8,Average,NR,"Bandipotu Simham is a 1982 Indian Telugu film, directed by Muthuraman and Produced by Srinivasa Rao. The film stars Rajinikanth, Chiranjeevi, Sridevi and Nalini in lead roles. The music of the film was composed by M S Viswanathan.",38,False,False
M02349,Mayor Meenakshi,Tamil,Drama,1976,1970s,155,6.4,Good,NR,"The film revolves around the manin protagonist Meenakshi(K. R. Vijaya), who rises from an ordinary housewife to become a Mayor and the trials and tribulations she face to maintain a balance at work and at home.",36,True,False
M02350,Birds of Prey,Hindi,Drama,2020,2020s,108,6.1,Good,18+,"Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) is a twisted tale told by Harley herself. When villain Roman Sionis and his right-hand, Zsasz, put a target on a young girl named Cass, the city is turned upside down looking for her. Harley, Huntress, Black Canary and Renee Montoya's paths collide, and the unlikely foursome have no choice but to team up to take Roman down.",69,False,False
M02351,Michael Madhana Kamarajan,Tamil,Action,1990,1990s,160,8.5,Excellent,All,"The story of quadruplets who get separated in childhood and how they meet each other. Kamal Hassan dons the role of quadruplets. One Kamal stays with his father as a wealthy child, second one becomes a fire fighter, third one becomes a thief and the fourth one becomes a cook. They grow up in different places and their meeting each other is told in an hilarious way.",67,False,False
M02352,Atlas Shrugged: Part I,English,Action,2011,2010s,96,5.6,Average,13+,Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.,22,False,False
M02353,Guptodhoner Sandhane,Bengali,Drama,2018,2010s,130,6.8,Good,All,"The sudden demise of his maternal uncle leaves budding lawyer Abir in charge of his ancestral property. Accompanied by his friend, philosopher, and guide Subarna Sen, aka. Sona da, Abir visits his ancestral mansion only to figure that his uncle has left behind for him a series of clues to unearth the hidden treasure of Mughal prince Shah Suza kept secured within the property.",64,False,False
M02354,Choricha Mamla,Marathi,Romance,2020,2020s,132,6.4,Good,13+,"Nandan robs houses for a living but never takes more than what he needs. One day while on the job, the house`s owner, Amarjit, enters with Shraddha, a girl he is having an affair with. Amarjit is about to call the police when his wife arrives. Desperate, he asks Nandan to pretend to be with Shraddha so his wife doesn`t get suspicious. The ruse gets harder to keep up, leading to a comedy of errors.",75,False,False
M02355,702 Dixits,Marathi,Action,2016,2010s,115,4.8,Average,13+,Dixit House in Rose Mary society of Pune. The maid of the house one morning falls from the balcony dies. His wife  is traumatized by the sudden events and is helpless until she takes gets help from their friend. After no Lawyer is willing to take the case his wife requests her friend to fight the case as she is a lawyer herself n but has quit practice to look after her family restaurant.,74,False,False
M02356,Woh Chokri,Hindi,Romance,1994,1990s,123,8.0,Excellent,NR,"Geeta Devi, a widow, gets involved in a live-in relationship with her neighbour Lalit Ramji. However, Geeta and her daughter must face the treachery of fate due to Lalit’s sudden disappearance.",31,False,False
M02357,My Life Without Air,English,Drama,2019,2010s,71,7.0,Good,13+,"A dive into the poetic and hypnotizing world of Croatian world champion in free-diving, Goran Colak. From a showcase of his breath-holding ability to glimpses of the efforts and training that make his graceful and astonishing performances possible.",38,False,False
M02358,Pailwaan (Malayalam),Malayalam,Drama,2019,2010s,163,6.4,Good,13+,Pailwaan is an emotional roller coaster of a desi grown wrestler who realises the purpose of his life and goes about fulfilling it. A gripping narrative of a sports genre story with action & drama forms the crux of the movie Pailwaan.,42,False,False
M02359,Evil Eye,Hindi,Action,2020,2020s,89,4.7,Average,16+,Welcome to the Blumhouse! A superstitious mother is convinced that her daughter’s new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,28,False,False
M02360,Bickels [Socialism],English,Action,2016,2010s,91,6.4,Good,NR,"A tour of 23 buildings located in Israel designed by Kibbutz architect Samuel Bickels. The majority of public spaces are directed towards the needs of different kibuttzim, constructed between 1942 and 1973, representing the ideas of the socialist communities of the time.",42,True,False
M02361,Indriyam,Malayalam,Drama,2000,2000s,127,5.1,Average,NR,"A college group of anthropology students go to the remote forest are of Muthuvan Mala, under the oversight of Prof. Shankaranarayanan (Raghavan), in order to study the tribal life which had existed there. A student, Sunny (Nishanth Sagar), unknowingly unleashes the spirit of Neeli (Vani Viswanath), who is a ghost seeking revenge against the Thripangod royal family, one of whom (Devan) had ki ...",64,False,False
M02362,Boss,Bengali,Action,2013,2010s,137,5.8,Average,13+,"A small town young man, Surya, aspires to become a gangster. He moves to Mumbai and in the process ends up falling in love with Rusha, the beloved daughter of the police commissioner of Mumbai.",35,False,False
M02363,Evanukku Engeyo Matcham Irukku,Tamil,Action,2018,2010s,140,3.3,Low,18+,"Two men who work in a pharmacy moonlight as small-time robbers and during one of their break-ins, they walk away with Rs.5 lakh each. And soon, the cops, gangsters and a Hot NRI woman are after them.",37,False,False
M02364,"Power of One, The",English,Drama,1992,1990s,127,6.4,Good,16+,"An orphan terrorized for his family's political beliefs, young PK turns to his only friend: a kindly, world-wise prisoner who teaches him how to box.",25,True,False
